method, synset, synset_gloss, domain_label, id,
found exact match, history.n.03 ,"  the discipline that records and interprets past events involving human beings; ""he teaches Medieval history""; ""history takes the long view"" ", History , 06155567
found exact match, geology.n.01 ,  a science that deals with the history of the earth as recorded in rocks , Geology , 06115701
found exact match, celluloid.n.02; cinema.n.01; film.n.02 ,"  a medium that disseminates moving pictures; ""theater pieces transferred to celluloid""; ""this story would be good cinema""; ""film coverage of sporting events"" ", Cinema , 06262567
found exact match, math.n.01; mathematics.n.01; maths.n.01 ,  a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement , Mathematics , 06000644
found exact match, operation.n.06; surgery.n.04; surgical_operation.n.01; surgical_procedure.n.01; surgical_process.n.01 ,"  a medical procedure involving an incision with instruments; performed to repair damage or arrest disease in a living body; ""they will schedule the operation as soon as an operating room is available""; ""he died while undergoing surgery"" ", Surgery , 00671351
found exact match, skiing.n.01 ,  a sport in which participants must travel on skis , Skiing , 00440747
found exact match, architecture.n.02 ,"  the discipline dealing with the principles of design and construction and ornamentation of fine buildings; ""architecture and eloquence are mixed arts whose end is sometimes beauty and sometimes use"" ", Architecture , 06123363
found exact match, music.n.03 ,"  musical activity (singing or whistling etc.); ""his music was his central interest"" ", Music , 00543233
found exact match, theological_system.n.01; theology.n.02 ,"  a particular system or school of religious beliefs and teachings; ""Jewish theology""; ""Roman Catholic theology"" ", Theology , 06183899
found exact match, air.n.09; air_travel.n.01; aviation.n.04 ,"  travel via aircraft; ""air travel involves too much waiting in airports""; ""if you've time to spare go by air"" ", Aviation , 00300441
found exact match, photography.n.03 ,  the occupation of taking and printing photographs or making movies , Photography , 00620554
found exact match, armed_forces.n.01; armed_services.n.01; military.n.01; military_machine.n.01; war_machine.n.01 ,"  the military forces of a nation; ""their military is the largest in the region""; ""the military machine is the same one we faced in 1991 but now it is weaker"" ", Military , 08199025
found exact match, badminton.n.01 ,  a game played on a court with light long-handled rackets used to volley a shuttlecock over a net , Badminton , 00480508
found exact match, bugology.n.01; entomology.n.01 ,  the branch of zoology that studies insects , Entomology , 06072275
found exact match, mythology.n.01 ,  myths collectively; the body of stories associated with a culture or institution or person , Mythology , 07978423
found exact match, sociology.n.01 ,  the study and classification of human societies , Sociology , 06151693
found exact match, electronics.n.01 ,  the branch of physics that deals with the emission and effects of electrons and with the use of electronic devices , Electronics , 06099269
found exact match, divinity.n.04; theology.n.01 ,  the rational and systematic study of religion and its influences and of the nature of religious truth , Theology , 06182144
found exact match, publication.n.04; publishing.n.01 ,  the business of issuing printed matter for sale or distribution , Publishing , 01101958
found exact match, genetic_science.n.01; genetics.n.01 ,  the branch of biology that studies heredity and variation in organisms , Genetics , 06075527
found exact match, astrology.n.01; star_divination.n.01 ,  a pseudoscience claiming divination by the positions of the planets and sun and moon , Astrology , 05778131
found exact match, political_relation.n.01; politics.n.01 ,"  social relations involving intrigue to gain authority or power; ""office politics is often counterproductive"" ", Politics , 13840719
found exact match, medicament.n.01; medication.n.01; medicinal_drug.n.01; medicine.n.02 ,  (medicine) something that treats or prevents or alleviates the symptoms of disease , Medicine , 03740161
found exact match, oceanography.n.01; oceanology.n.01 ,  the branch of science dealing with physical and biological aspects of the oceans , Oceanography , 06119904
found exact match, fencing.n.03 ,  the art or sport of fighting with swords (especially the use of foils or epees or sabres to score points under a set of rules) , Fencing , 01171644
found exact match, boxing.n.01; fisticuffs.n.02; pugilism.n.01 ,  fighting with the fists , Boxing , 00445802
found exact match, heraldry.n.01 ,  the study and classification of armorial bearings and the tracing of genealogies , Heraldry , 05801594
found exact match, surgery.n.01 ,"  the branch of medical science that treats disease or injury by operative procedures; ""he is professor of surgery at the Harvard Medical School"" ", Surgery , 06063588
found exact match, anatomy.n.01; general_anatomy.n.01 ,  the branch of morphology that deals with the structure of animals , Anatomy , 06057539
found exact match, basketball.n.01; basketball_game.n.01; hoops.n.01 ,  a game played on a court by two opposing teams of 5 players; points are scored by throwing the ball through an elevated horizontal hoop , Basketball , 00480993
found exact match, church_of_rome.n.01; roman_catholic.n.02; roman_catholic_church.n.01; roman_church.n.01; western_church.n.01 ,  the Christian Church based in the Vatican and presided over by a pope and an episcopal hierarchy , Roman Catholic , 08083599
found exact match, rugby.n.01; rugby_football.n.01; rugger.n.01 ,  a form of football played with an oval ball , Rugby , 00470966
found exact match, shipping.n.01; transport.n.03; transportation.n.05 ,  the commercial enterprise of moving goods and materials , Transport , 01105259
found exact match, fishing.n.01; sportfishing.n.01 ,  the act of someone who fishes as a diversion , Fishing , 00453935
found exact match, fossilology.n.01; palaeontology.n.01; paleontology.n.01 ,  the earth science that studies fossil organisms and related remains , Paleontology , 06073888
found exact match, football.n.01; football_game.n.01 ,  any of various games played with a ball (round or oval) in which two teams try to kick or carry or propel the ball into each other's goal , Football , 00468480
found exact match, cricket.n.02 ,  a game played with a ball and bat by two teams of 11 players; teams take turns trying to score runs , Cricket , 00476389
found exact match, faith.n.01; religion.n.01; religious_belief.n.01 ,"  a strong belief in a supernatural power or powers that control human destiny; ""he lost his faith but not his morality"" ", Religion , 05946687
found exact match, linguistics.n.01 ,  the scientific study of language , Linguistics , 06172789
found exact match, literature.n.01 ,  creative writing of recognized artistic value , Literature , 06364641
found exact match, aeronautics.n.01; astronautics.n.01 ,  the theory and practice of navigation through air or space , Astronautics , 06096913
found exact match, diplomacy.n.01; diplomatic_negotiations.n.01 ,  negotiation between nations , Diplomacy , 07148573
found exact match, hockey.n.02; hockey_game.n.01; ice_hockey.n.01 ,  a game played on an ice rink by two opposing teams of six skaters each who try to knock a flat round puck into the opponents' goal with angled sticks , Hockey , 00463543
found exact match, university.n.02 ,  establishment where a seat of higher learning is housed; including administrative and living quarters as well as facilities for research and teaching , University , 04511002
found exact match, telecommunication.n.02 ,  (often plural) the branch of electrical engineering concerned with the technology of electronic communication at a distance , Telecommunication , 06128307
found exact match, medical_specialty.n.01; medicine.n.01 ,  the branches of medical science that deal with nonsurgical techniques , Medicine , 06043075
found exact match, government.n.04; political_science.n.01; politics.n.02 ,  the study of government of states and other political units , Politics , 06148148
found exact match, statistics.n.01 ,  a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters , Statistics , 06018465
found exact match, ping-pong.n.01; table_tennis.n.01 ,  a game (trademark Ping-Pong) resembling tennis but played on a table with paddles and a light hollow ball , Table Tennis , 00499263
found exact match, biological_science.n.01; biology.n.01 ,  the science that studies living organisms , Biology , 06037666
found exact match, radiology.n.01 ,  the branch of medical science dealing with the medical use of X-rays or other penetrating radiation , Radiology , 06062407
found exact match, natural_philosophy.n.01; physics.n.01 ,"  the science of matter and energy and their interactions; ""his favorite subject was physics"" ", Physics , 06090869
found exact match, dramatic_art.n.01; dramatics.n.02; dramaturgy.n.01; theater.n.02; theatre.n.02 ,  the art of writing and producing plays , Theatre , 07006119
found exact match, psychiatry.n.01; psychological_medicine.n.01; psychopathology.n.02 ,  the branch of medicine dealing with the diagnosis and treatment of mental disorders , Psychiatry , 06055946
found exact match, applied_science.n.01; engineering.n.02; engineering_science.n.01; technology.n.02 ,"  the discipline dealing with the art or science of applying scientific knowledge to practical problems; ""he had trouble deciding which branch of engineering to study"" ", Engineering; Applied Science , 06125041
found exact match, field_hockey.n.01; hockey.n.01 ,  a game resembling ice hockey that is played on an open field; two opposing teams use curved sticks try to drive a ball into the opponents' net , Hockey , 00467995
found exact match, law.n.06; practice_of_law.n.01 ,"  the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system; ""he studied law at Yale"" ", Law , 00611143
found exact match, computer_science.n.01; computing.n.01 ,  the branch of engineering science that studies (with the aid of computers) computable processes and structures , Computer Science , 06128570
found exact match, astronomy.n.01; uranology.n.01 ,  the branch of physics that studies celestial bodies and the universe as a whole , Astronomy , 06095022
found exact match, art.n.02; artistic_creation.n.01; artistic_production.n.01 ,"  the creation of beautiful or significant things; ""art does not need to be innovative to be good""; ""I was never any good at art""; ""he said that architecture is the art of wasting space beautifully"" ", Art , 00933420
found exact match, heraldry.n.02 ,  emblem indicating the right of a person to bear arms , Heraldry , 03515338
found exact match, optics.n.01 ,  the branch of physics that studies the physical properties of light , Optics , 06100778
found exact match, analysis.n.06; depth_psychology.n.01; psychoanalysis.n.01 ,"  a set of techniques for exploring underlying motives and a method of treating various mental disorders; based on the theories of Sigmund Freud; ""his physician recommended psychoanalysis"" ", Psychoanalysis , 00704305
found exact match, meteorology.n.02 ,  the earth science dealing with phenomena of the atmosphere (especially weather) , Meteorology , 06118563
found exact match, fashion.n.03 ,  the latest and most admired style in clothes and cosmetics and behavior , Fashion , 05750657
found exact match, finance.n.02 ,  the branch of economics that studies the management of money and other assets , Finance , 06150633
found exact match, athletics.n.01; sport.n.01 ,  an active diversion requiring physical exertion and competition , Athletics; Sport , 00523513
found exact match, faith.n.03; organized_religion.n.01; religion.n.02 ,"  an institution to express belief in a divine power; ""he was raised in the Baptist religion""; ""a member of his own faith contradicted him"" ", Religion , 08081668
found exact match, revenue_enhancement.n.01; tax.n.01; taxation.n.01 ,  charge against a citizen's person or property or activity for the support of government , Tax , 13308999
found exact match, association_football.n.01; soccer.n.01 ,  a football game in which two teams of 11 players try to kick or head a ball into the opponents' goal , Soccer , 00478262
found exact match, hunt.n.08; hunting.n.01 ,  the pursuit and killing or capture of wild animals regarded as a sport , Hunting , 00452293
found exact match, acoustics.n.01 ,  the study of the physical properties of sound , Acoustics , 06094774
found exact match, banking.n.01 ,  engaging in the business of keeping money for savings and checking accounts or for exchange or for issuing loans and credit etc. , Banking , 01100658
found exact match, grappling.n.02; rassling.n.01; wrestling.n.02 ,  the sport of hand-to-hand struggle between unarmed contestants who try to throw each other down , Wrestling , 00447540
found exact match, banking.n.02 ,  transacting business with a bank; depositing or withdrawing funds or requesting a loan etc. , Banking , 01100273
found exact match, physiology.n.02 ,  processes and functions of an organism , Physiology , 05005064
found exact match, psychological_science.n.01; psychology.n.01 ,  the science of mental life , Psychology , 06136258
found exact match, physiology.n.01 ,  the branch of the biological sciences dealing with the functioning of organisms , Physiology , 06080522
found exact match, article_of_furniture.n.01; furniture.n.01; piece_of_furniture.n.01 ,"  furnishings that make a room or other area ready for occupancy; ""they had too much furniture for the small apartment""; ""there was only one piece of furniture in the room"" ", Furniture , 03405725
found exact match, telegraphy.n.01 ,  communicating at a distance by electric transmission over wire , Telegraphy , 06274921
found by pattern, zoological_science.n.01; zoology.n.02 ,  the branch of biology that studies animals , Biology , 06083243
found by pattern, cytology.n.01 ,  the branch of biology that studies the structure and function of cells , Biology , 06070503
found by pattern, ophthalmology.n.01 ,  the branch of medicine concerned with the eye and its diseases , Medicine , 06054446
found by pattern, histology.n.01 ,  the branch of biology that studies the microscopic structure of animal or plant tissues , Biology , 06077413
found by pattern, atomic_physics.n.01; nuclear_physics.n.01; nucleonics.n.01 ,  the branch of physics that studies the internal structure of atomic nuclei , Physics , 06100555
found by pattern, mineralogy.n.01 ,  the branch of geology that studies minerals: their structure and properties and the ways of distinguishing them , Geology , 06121113
found by pattern, microbiology.n.01 ,  the branch of biology that studies microorganisms and their effects on humans , Biology , 06077648
found by pattern, phonetics.n.01 ,  the branch of acoustics concerned with speech processes including its production and perception and acoustic analysis , Acoustics , 06177033
found by pattern, bionomics.n.01; ecology.n.02; environmental_science.n.01 ,  the branch of biology concerned with the relations between organisms and their environment , Biology , 06070929
found by pattern, veterinary_medicine.n.01 ,  the branch of medicine that deals with the diagnosis and treatment of diseases and injuries of animals (especially domestic animals) , Medicine , 06065423
found by pattern, midwifery.n.01; ob.n.02; obstetrics.n.01; tocology.n.01 ,  the branch of medicine dealing with childbirth and care of the mother , Medicine , 06053439
found by pattern, admiralty_law.n.01; marine_law.n.01; maritime_law.n.01 ,  the branch of international law that deals with territorial and international waters or with shipping or with ocean fishery etc. , Law , 08454191
found by pattern, plate_tectonic_theory.n.01; plate_tectonics.n.01; tectonics.n.02 ,  the branch of geology studying the folding and faulting of the earth's crust , Geology , 06118370
found by pattern, otology.n.01 ,  the branch of medicine concerned with the ear , Medicine , 06054700
found by pattern, high-energy_physics.n.01; high_energy_physics.n.01; particle_physics.n.01 ,  the branch of physics that studies subatomic particles and their interactions , Physics , 06101551
found by pattern, thermodynamics.n.01 ,  the branch of physics concerned with the conversion of different forms of energy , Physics , 06114578
found by pattern, ee.n.01; electrical_engineering.n.01 ,  the branch of engineering science that studies the uses of electricity and the equipment for power generation and distribution and the control of machines and communication , Engineering , 06128024
found by pattern, physical_chemistry.n.01 ,  the branch of chemistry dealing with the physical properties of chemical substances , Chemistry , 06089447
found by pattern, logic.n.01 ,  the branch of philosophy that analyzes inference , Philosophy , 06163751
found by pattern, endocrinology.n.01 ,  the branch of medicine dealing with the endocrine glands and their secretions , Medicine , 06049850
found by pattern, arithmetic.n.01 ,  the branch of pure mathematics dealing with the theory of numerical calculations , Mathematics , 06004067
found by pattern, economic_science.n.01; economics.n.01; political_economy.n.01 ,  the branch of social science that deals with the production and distribution and consumption of goods and services and their management , Social science , 06149484
found by pattern, botany.n.02; phytology.n.01 ,  the branch of biology that studies plants , Biology , 06066555
found by pattern, embryology.n.01 ,  the branch of biology that studies the formation and early development of living organisms , Biology , 06071426
found by pattern, molecular_biology.n.01 ,  the branch of biology that studies the structure and activity of macromolecules essential to life (and especially with their genetic role) , Biology , 06078088
found by pattern, cryogenics.n.01; cryogeny.n.01 ,  the branch of physics that studies the phenomena that occur at very low temperatures , Physics , 06098687
found by pattern, psychophysics.n.01 ,  the branch of psychology concerned with quantitative relations between physical stimuli and their psychological effects , Psychology , 06139491
found key word match, sikhism.n.01 ,  the doctrines of a monotheistic religion founded in northern India in the 16th century by Guru Nanak and combining elements of Hinduism and Islam , Religion , 06239931
found key word match, securities_market.n.01; stock_exchange.n.01; stock_market.n.01 ,  an exchange where security trading is conducted by professional stockbrokers , Exchange , 04323026
found key word match, angling.n.01 ,  fishing with a hook and line (and usually a pole) , Fishing , 00454237
found key word match, factory.n.01; manufactory.n.01; manufacturing_plant.n.01; mill.n.01 ,  a plant consisting of one or more buildings with facilities for manufacturing , Buildings , 03316406
found key word match, cell.n.02 ,  (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals , Plants; Animals , 00006484
found key word match, contract.n.01 ,  a binding agreement between two or more persons that is enforceable by law , Law , 06520944
found key word match, military_law.n.01 ,  the body of laws and rules of conduct administered by military courts for the discipline; trial; and punishment of military personnel , Military , 08455271
found key word match, craps.n.02 ,  a gambling game played with two dice; a first throw of 7 or 11 wins and a first throw of 2; 3; or 12 loses and a first throw of any other number must be repeated to win before a 7 is thrown; which loses the bet and the dice , Number , 00508952
found key word match, game_bird.n.01 ,  any bird (as grouse or pheasant) that is hunted for sport , Sport , 02153203
found key word match, old_testament.n.01 ,  the collection of books comprising the sacred scripture of the Hebrews and recording their history as the chosen people; the first half of the Christian Bible , History , 06449735
found key word match, jazz.n.02 ,  a genre of popular music that originated in New Orleans around 1900 and developed through increasingly complex styles , Music , 07062697
found key word match, criminal_law.n.01 ,  the body of law dealing with crimes and their punishment , Law , 06539178
found key word match, industrial_plant.n.01; plant.n.01; works.n.01 ,"  buildings for carrying on industrial labor; ""they built a large plant to manufacture automobiles"" ", Buildings , 03956922
found key word match, genre.n.03; music_genre.n.01; musical_genre.n.01; musical_style.n.01 ,  an expressive style of music , Music , 07071942
found key word match, falconry.n.01 ,  the art of training falcons to hunt and return , Art , 05635448
found key word match, gardening.n.01; horticulture.n.01 ,  the cultivation of plants , Plants , 00918383
found key word match, meat.n.01 ,  the flesh of animals (including fishes and birds and snails) used as food , Food; Animals , 07649854
found key word match, norse_mythology.n.01 ,  the mythology of Scandinavia (shared in part by Britain and Germany) until the establishment of Christianity , Mythology , 07983856
found key word match, singing.n.01; vocalizing.n.01 ,  the act of singing vocal music , Music , 00545501
found key word match, cabinetry.n.01; cabinetwork.n.02 ,  the craft of making furniture (especially furniture of high quality) , Furniture , 00607542
found key word match, library_science.n.01 ,  the study of the principles and practices of library administration , Administration , 06170892
found key word match, roman_mythology.n.01 ,  the mythology of the ancient Romans , Mythology , 07983170
found key word match, poker.n.02; poker_game.n.01 ,  any of various card games in which players bet that they hold the highest-ranking hand , Card , 00494768
found key word match, jainism.n.02 ,  religion founded in the 6th century BC as a revolt against Hinduism; emphasizes asceticism and immortality and transmigration of the soul; denies existence of a perfect or supreme being , Religion , 06239655
found key word match, drug.n.01 ,  a substance that is used as a medicine or narcotic , Medicine , 03247620
found key word match, rock.n.06; rock'n'roll.n.01; rock-and-roll.n.01; rock_'n'_roll.n.01; rock_and_roll.n.01; rock_music.n.01 ,"  a genre of popular music originating in the 1950s; a blend of black rhythm-and-blues with white country-and-western; ""rock is a generic term for the range of styles that evolved out of rock'n'roll."" ", Music , 07064715
found key word match, case_law.n.02; common_law.n.01; precedent.n.02 ,  (civil law) a law established by following earlier judicial decisions , Law , 06535035
found key word match, cockfighting.n.01 ,  participation in the sport of matching gamecocks in a cockfight , Sport , 00452152
found key word match, greek_mythology.n.01 ,  the mythology of the ancient Greeks , Mythology , 07979425
found key word match, poesy.n.01; poetry.n.01; verse.n.01 ,  literature in metrical form , Literature , 07092592
found key word match, game.n.01 ,"  a contest with rules to determine a winner; ""you need four people to play this game"" ", Play , 00455599
found key word match, trade.n.01 ,"  the commercial exchange (buying and selling on domestic or international markets) of goods and services; ""Venice was an important center of trade with the East""; ""they are accused of conspiring to constrain trade"" ", Exchange , 01091905
found key word match, judaism.n.02 ,  the monotheistic religion of the Jews having its spiritual and ethical principles embodied chiefly in the Torah and in the Talmud , Religion , 06232880
found key word match, mazdaism.n.01; zoroastrianism.n.01 ,  system of religion founded in Persia in the 6th century BC by Zoroaster; set forth in the Zend-Avesta; based on concept of struggle between light (good) and dark (evil) , Religion , 06244149
found key word match, scholasticism.n.01 ,  the system of philosophy dominant in medieval Europe; based on Aristotle and the Church Fathers , Philosophy , 05976065
found key word match, softball.n.02; softball_game.n.01 ,  a game closely resembling baseball that is played on a smaller diamond and with a ball that is larger and softer , Baseball , 00475787
found key word match, islamic_law.n.01; sharia.n.01; sharia_law.n.01; shariah.n.01; shariah_law.n.01 ,"  the code of law derived from the Koran and from the teachings and example of Mohammed; ""sharia is only applicable to Muslims""; ""under Islamic law there is no separation of church and state"" ", Law , 08455829
found key word match, equitation.n.01; horseback_riding.n.01; riding.n.01 ,  the sport of siting on the back of a horse while controlling its movements , Sport , 00450335
found key word match, classical_mythology.n.01 ,  the system of mythology of the Greeks and Romans together; much of Roman mythology (especially the gods) was borrowed from the Greeks , Mythology , 07978924
found key word match, excavation.n.04; mining.n.01 ,  the act of extracting ores or coal etc from the earth , Earth , 00922327
found key word match, ballet.n.01; concert_dance.n.01 ,  a theatrical representation of a story that is performed to music by trained dancers , Music , 00528667
found key word match, ceramics.n.01 ,  the art of making and decorating pottery , Art , 00935247
found key word match, business.n.01; business_concern.n.01; business_organisation.n.01; business_organization.n.01; concern.n.05 ,"  a commercial or industrial enterprise and the people who constitute it; ""he bought his brother's business""; ""a small mom-and-pop business""; ""a racially integrated business concern"" ", Enterprise , 08061042
found key word match, jet_engine.n.01 ,  a gas turbine produces a stream of hot gas that propels a jet plane by reaction propulsion , Gas , 03596285
found key word match, horse_racing.n.01 ,  the sport of racing horses , Sport; Racing , 00450070
found key word match, dark_ages.n.01; middle_ages.n.01 ,  the period of history between classical antiquity and the Italian Renaissance , History , 15259284
found key word match, metrics.n.01; prosody.n.03 ,  the study of poetic meter and the art of versification , Art , 06170025
found key word match, bacteria.n.01; bacterium.n.01 ,  (microbiology) single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be plants , Plants , 01348530
found key word match, health_food.n.01 ,  any natural or prepared food popularly believed to promote good health , Food; Health , 07702362
found key word match, algebra.n.01 ,  the mathematics of generalized arithmetical operations , Mathematics , 06012726
found key word match, investing.n.01; investment.n.01 ,  the act of investing; laying out money or capital in an enterprise with the expectation of profit , Money; Enterprise , 01099436
found key word match, farm_animal.n.01; livestock.n.01; stock.n.17 ,  any animals kept for use or profit , Animals , 01887474
found key word match, civil_law.n.02; jus_civile.n.01; justinian_code.n.01; roman_law.n.01 ,  the legal code of ancient Rome; codified under Justinian; the basis for many modern systems of civil law , Law , 06534659
found key word match, jamaica.n.01 ,  a country on the island of Jamaica; became independent of England in 1962; much poverty; the major industry is tourism , Industry; Tourism , 08753933
found key word match, classical_architecture.n.01; greco-roman_architecture.n.01 ,  architecture influenced by the ancient Greeks or Romans , Architecture , 05841985
found key word match, beaux_arts.n.01; fine_arts.n.01 ,  the study and creation of visual works of art , Art , 06156968
found key word match, gymnastic_exercise.n.02; gymnastics.n.01 ,  a sport that involves exercises intended to display strength and balance and agility , Sport , 00433802
found key word match, tasting.n.01 ,  a small amount (especially of food or wine) , Food , 05822612
found key word match, stud.n.05; stud_poker.n.01 ,  poker in which each player receives hole cards and the remainder are dealt face up; bets are placed after each card is dealt , Card , 00498220
found key word match, neurophysiology.n.01 ,  the branch of neuroscience that studies the physiology of the nervous system , Physiology , 06081602
found key word match, naval_forces.n.01; navy.n.01 ,  an organization of military vessels belonging to a country and available for sea warfare , Military , 08191701
found key word match, legislation.n.01; statute_law.n.01 ,  law enacted by a legislative body , Law , 06535222
found key word match, auto_racing.n.01; car_racing.n.01 ,  the sport of racing automobiles , Sport; Racing , 00449517
found key word match, fungi.n.01; fungus_kingdom.n.01; kingdom_fungi.n.01 ,  the taxonomic kingdom including yeast; molds; smuts; mushrooms; and toadstools; distinct from the green plants , Plants , 12992464
found key word match, bridge.n.05 ,  any of various card games based on whist for four players , Card , 00490569
found key word match, craniate.n.01; vertebrate.n.01 ,  animals having a bony or cartilaginous skeleton with a segmented spinal column and a large brain enclosed in a skull or cranium , Animals , 01471682
found key word match, tenpin_bowling.n.01; tenpins.n.01 ,  bowling down an alley at a target of ten wooden pins , Bowling , 00462241
found key word match, investment.n.02; investment_funds.n.01 ,  money that is invested with an expectation of profit , Money , 13333237
found key word match, railroad_train.n.01; train.n.01 ,"  public transport provided by a line of railway cars coupled together and drawn by a locomotive; ""express trains don't stop at Princeton Junction"" ", Railway; Transport , 04468005
found key word match, polo.n.02 ,  a game similar to field hockey but played on horseback using long-handled mallets and a wooden ball , Hockey , 00477639
found key word match, professional_basketball.n.01 ,  playing basketball for money , Money; Basketball , 00481803
found key word match, alchemy.n.02 ,  a pseudoscientific forerunner of chemistry in medieval times , Chemistry , 05778749
found key word match, concert.n.01 ,  a performance of music by players or singers not involving theatrical staging , Music , 06892775
found string match, business.n.02; business_enterprise.n.01; commercial_enterprise.n.02 ,"  the activity of providing goods and services involving financial and commercial and industrial aspects; ""computers are now widely used in business"" ", Enterprise , 01094725
